,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1333,No,Rarely,1582.77,Unknown,8,3,Marketing,1334,1,Male,,3,4,Sales Executive,4,Married,,33238.2,5,Unknown,14,3.0,3,Full Time,1,28.0,3,3.0,2,2,2,1970,153407.07,Yes
1334,No,Unknown,1032.49,Unknown,19,2,Unknown,1335,19,Male,,3,3,Sales Executive,2,Single,,21682.23,1,Yes,13,3.0,4,Part Time,0,,2,3.0,10,0,9,1986,100071.84,No
1335,Yes,Rarely,290.04,Unknown,25,4,Unknown,1336,1,Male,,3,1,Laboratory Technician,4,Unknown,2342.59,6090.75,1,Unknown,24,4.0,3,Part Time,0,1.0,2,1.0,1,0,1,1991,28111.13,Yes
1336,Yes,Frequently,245.56,Unknown,2,1,Unknown,1337,4,Male,,2,1,Laboratory Technician,4,Divorced,,5156.67,9,Unknown,14,3.0,4,Part Time,1,3.0,3,2.0,1,0,0,1965,23800.0,Yes
1337,No,Rarely,556.26,Unknown,8,3,Unknown,1338,1,Female,,3,2,Manufacturing Director,2,Divorced,4492.84,11681.39,4,No,21,4.0,3,Part Time,1,4.0,2,4.0,1,0,0,1980,53914.11,No
1338,Yes,Rarely,290.04,Research & Development,18,1,Other,1339,4,Female,,3,1,Research Scientist,4,Single,2342.59,6090.75,1,No,19,3.0,1,Part Time,0,,3,2.0,1,0,0,2002,28111.13,No
1339,No,Unknown,207.17,Unknown,48,3,Life Sciences,1340,48,Male,,3,1,Laboratory Technician,2,Unknown,1673.33,4350.67,1,No,14,3.0,2,Part Time,2,1.0,3,3.0,1,1,0,1989,20080.0,Yes
1340,No,Unknown,1088.7,Unknown,5,3,Unknown,1341,3,Female,,2,3,Healthcare Representative,2,Divorced,8793.33,22862.67,2,Unknown,13,3.0,4,Full Time,1,24.0,3,3.0,6,0,4,1965,105520.0,No
1341,No,Unknown,233.07,Unknown,20,4,Medical,1342,4,Male,,3,1,Research Scientist,3,Married,1882.5,4894.5,4,Unknown,17,3.0,1,Part Time,2,13.0,2,2.0,0,0,0,1975,22590.0,No
1342,No,No,290.04,Unknown,1,3,Life Sciences,1343,3,Female,,2,1,Laboratory Technician,2,Married,2342.59,6090.75,6,No,20,3.0,3,Part Time,0,5.0,3,3.0,3,0,2,1991,28111.13,Yes
1343,Yes,Unknown,248.96,Unknown,19,2,Marketing,1344,3,Male,,2,1,Sales Representative,2,Married,,5228.17,1,Yes,18,3.0,3,Part Time,3,,2,3.0,1,0,0,1998,24130.0,No
1344,No,Unknown,1032.49,Sales,10,4,Marketing,1345,1,Male,129.06091077207583,2,3,Sales Executive,2,Divorced,8339.32,21682.23,2,No,12,3.0,2,Part Time,1,11.0,2,2.0,1,0,0,1983,100071.84,Yes
1345,Yes,Unknown,218.83,Unknown,21,3,Other,1346,4,Male,27.354166666666668,2,1,Sales Representative,2,Single,,4595.5,1,Yes,13,3.0,2,Part Time,0,1.0,3,4.0,1,0,0,2004,21210.0,No
1346,Yes,Rarely,290.04,Research & Development,4,3,Technical Degree,1347,1,Male,,3,1,Laboratory Technician,1,Single,2342.59,6090.75,1,Unknown,19,3.0,2,Part Time,0,1.0,2,3.0,1,0,0,2003,28111.13,No
1347,No,Rarely,556.26,Unknown,1,3,Unknown,1348,2,Female,,2,2,Healthcare Representative,4,Unknown,4492.84,11681.39,0,Unknown,14,3.0,1,Part Time,0,6.0,3,3.0,5,1,4,1990,53914.11,Yes
1348,Yes,Rarely,255.77,Unknown,2,3,Unknown,1349,4,Male,,3,1,Research Scientist,3,Single,,5371.17,4,No,24,4.0,1,Part Time,0,7.0,4,3.0,1,0,0,1965,24790.0,No
1349,Yes,No,1361.29,Unknown,24,3,Unknown,1350,2,Female,,4,4,Sales Executive,2,Single,,28587.0,4,Unknown,16,3.0,4,Full Time,0,22.0,2,2.0,1,0,0,1983,131940.0,Yes
1350,Yes,Rarely,290.04,Unknown,10,3,Unknown,1351,4,Female,36.25443871706758,2,1,Research Scientist,1,Single,2342.59,6090.75,6,Yes,20,4.0,3,Part Time,0,3.0,5,3.0,0,0,0,1994,28111.13,Yes
1351,No,Rarely,429.52,Unknown,18,2,Life Sciences,1352,4,Female,,3,2,Sales Executive,4,Single,3469.17,9019.83,1,Yes,17,3.0,3,Unknown,0,9.0,0,3.0,9,0,7,1976,,No
1352,No,Unknown,290.04,Unknown,5,2,Unknown,1353,2,Male,36.25443871706758,3,1,Research Scientist,4,Unknown,2342.59,6090.75,1,No,15,3.0,4,Part Time,0,,2,3.0,0,0,0,2005,28111.13,Yes
1353,Yes,Unknown,268.25,Unknown,16,3,Medical,1354,4,Female,33.53174603174603,2,1,Research Scientist,1,Unknown,,5633.33,1,Yes,15,3.0,1,Part Time,0,1.0,2,3.0,1,0,0,2003,26000.0,No
1354,No,Unknown,1888.4,Unknown,5,2,Unknown,1355,4,Male,,3,5,Manager,3,Unknown,15252.5,39656.5,6,No,13,3.0,2,Full Time,0,21.0,3,4.0,1,0,0,1981,183030.0,Yes
1355,No,Rarely,245.56,Research & Development,9,3,Unknown,1356,1,Male,,3,1,Laboratory Technician,4,Married,1983.33,5156.67,4,No,18,3.0,2,Unknown,0,8.0,5,3.0,1,0,0,1973,,Yes
1356,Yes,Rarely,492.87,Unknown,11,2,Medical,1357,1,Female,61.608134920634924,1,2,Healthcare Representative,2,Unknown,3980.83,10350.17,5,No,15,3.0,1,Part Time,0,15.0,2,1.0,1,0,0,1986,47770.0,Yes
1357,No,Unknown,556.26,Unknown,3,4,Life Sciences,1358,2,Male,,3,2,Sales Executive,4,Unknown,4492.84,11681.39,8,Yes,12,3.0,3,Unknown,0,19.0,1,3.0,1,0,0,1985,,No
1358,Yes,Unknown,556.26,Unknown,15,3,Unknown,1359,1,Male,,3,2,Laboratory Technician,3,Divorced,,11681.39,7,Unknown,14,3.0,2,Part Time,1,9.0,3,2.0,1,0,0,1987,53914.11,Yes
1359,No,Rarely,108.54,Sales,10,1,Medical,1360,4,Male,,3,1,Sales Representative,2,Married,87667.0,2279.33,1,No,22,4.0,2,Unknown,0,,5,3.0,1,0,0,1995,10520.0,Yes
1360,No,Unknown,1032.49,Unknown,25,3,Unknown,1361,3,Male,,2,3,Sales Executive,4,Unknown,,21682.23,5,No,13,3.0,3,Part Time,1,18.0,5,3.0,1,0,0,1980,100071.84,Yes
1361,Yes,Rarely,290.04,Research & Development,10,3,Unknown,1362,3,Female,,2,1,Laboratory Technician,1,Single,2342.59,6090.75,1,No,13,3.0,1,Part Time,0,1.0,6,2.0,1,1,0,2002,28111.13,Yes
1362,Yes,Rarely,253.91,Unknown,4,4,Unknown,1363,1,Male,,3,1,Research Scientist,3,Married,,5332.17,9,Unknown,12,3.0,3,Part Time,3,18.0,2,4.0,10,2,7,1972,24610.0,No
1363,No,Unknown,556.26,Sales,10,4,Unknown,1364,4,Female,,2,2,Sales Executive,4,Divorced,,11681.39,2,Yes,14,3.0,3,Part Time,3,8.0,5,3.0,1,0,0,1986,53914.11,No
1364,Yes,Unknown,267.84,Research & Development,1,3,Medical,1365,1,Male,,2,1,Laboratory Technician,2,Divorced,,5624.67,1,No,15,3.0,1,Unknown,2,,2,3.0,1,0,0,1995,25960.0,No
1365,Yes,Unknown,487.81,Unknown,1,4,Unknown,1366,4,Male,,3,2,Sales Executive,3,Single,,10244.0,3,Yes,14,3.0,4,Part Time,0,5.0,4,3.0,0,0,0,1973,47280.0,Yes
1366,No,Unknown,290.04,Unknown,3,4,Unknown,1367,3,Male,,2,1,Research Scientist,4,Unknown,2342.59,6090.75,3,No,17,3.0,4,Part Time,3,6.0,2,3.0,0,0,0,1989,28111.13,Yes
1367,No,Rarely,758.44,Unknown,2,2,Marketing,1368,4,Male,,3,3,Sales Executive,2,Single,6125.83,15927.17,7,No,16,3.0,3,Part Time,0,,2,3.0,1,0,0,1985,73510.0,Yes
1368,No,Unknown,556.26,Unknown,29,3,Unknown,1369,2,Male,,1,2,Laboratory Technician,4,Unknown,4492.84,11681.39,4,Unknown,19,3.0,1,Part Time,0,16.0,3,3.0,1,0,0,1981,53914.11,No
1369,Yes,Unknown,290.04,Unknown,8,1,Unknown,1370,3,Male,,3,1,Laboratory Technician,3,Single,2342.59,6090.75,1,No,12,3.0,4,Part Time,0,,0,3.0,0,0,0,2005,28111.13,Yes
1370,No,Unknown,491.73,Unknown,12,4,Unknown,1371,2,Male,,3,1,Laboratory Technician,4,Unknown,3971.67,10326.33,3,Yes,11,3.0,1,Full Time,1,6.0,4,3.0,1,0,0,1982,47660.0,No
1371,No,Rarely,232.97,Research & Development,1,4,Medical,1372,4,Male,,2,1,Laboratory Technician,3,Unknown,1881.67,4892.33,6,No,12,3.0,2,Part Time,1,,2,3.0,8,1,7,1988,22580.0,Yes
1372,No,Unknown,291.67,Sales,2,1,Unknown,1373,3,Female,,3,1,Sales Representative,1,Unknown,,6125.17,1,Unknown,12,3.0,3,Full Time,3,1.0,3,3.0,1,0,0,1991,28270.0,Yes
1373,Yes,Unknown,294.36,Unknown,3,4,Life Sciences,1374,3,Male,36.79464285714285,2,1,Research Scientist,4,Married,2377.5,6181.5,0,Yes,11,3.0,2,Full Time,1,1.0,5,3.0,0,0,0,2001,28530.0,Yes
1374,No,No,236.27,Unknown,26,3,Unknown,1375,26,Male,,1,1,Research Scientist,3,Single,,4961.67,2,No,13,3.0,4,Part Time,0,6.0,3,3.0,0,0,0,1979,22900.0,Yes
1375,Yes,No,217.39,Unknown,5,2,Life Sciences,1376,1,Male,,2,1,Research Scientist,1,Unknown,1755.83,4565.17,6,No,17,3.0,1,Part Time,1,5.0,2,1.0,1,0,0,1982,21070.0,Yes
1376,No,Frequently,556.26,Unknown,2,4,Unknown,1377,2,Male,,3,2,Sales Executive,2,Unknown,,11681.39,5,No,12,3.0,4,Part Time,3,,2,3.0,0,0,0,1983,53914.11,No
1377,Yes,Unknown,228.02,Unknown,17,2,Life Sciences,1378,4,Female,,3,1,Laboratory Technician,2,Unknown,1841.67,4788.33,1,Unknown,13,3.0,1,Part Time,1,1.0,3,1.0,1,0,0,1999,22100.0,Yes
1378,No,Frequently,1360.98,Unknown,26,5,Medical,1379,1,Female,,3,3,Research Director,1,Married,10992.5,28580.5,3,Yes,17,3.0,3,Unknown,0,,6,3.0,1,0,0,1981,131910.0,No
1379,No,Unknown,1973.98,Research & Development,4,2,Medical,1380,1,Male,,2,5,Manager,3,Married,,41453.67,2,Unknown,13,3.0,3,Full Time,1,23.0,2,4.0,1,0,0,1974,191324.62,Yes
1380,No,Rarely,290.04,Unknown,2,2,Technical Degree,1381,4,Male,,4,1,Laboratory Technician,2,Single,2342.59,6090.75,5,Unknown,11,3.0,3,Unknown,0,7.0,4,2.0,1,0,0,1975,,Yes
1381,No,Rarely,556.26,Research & Development,7,3,Unknown,1382,3,Male,,3,2,Healthcare Representative,4,Unknown,4492.84,11681.39,1,Unknown,11,3.0,2,Part Time,2,6.0,2,3.0,6,1,0,1994,53914.11,Yes
1382,No,Unknown,1884.48,Research & Development,1,3,Life Sciences,1383,4,Male,,2,5,Research Director,4,Single,15220.83,39574.17,6,No,12,3.0,3,Unknown,0,,3,4.0,1,0,0,1975,182650.0,Yes
1383,No,Unknown,290.04,Unknown,20,3,Technical Degree,1384,3,Female,36.25443871706758,4,1,Research Scientist,3,Unknown,2342.59,6090.75,0,No,17,3.0,4,Part Time,0,2.0,5,2.0,1,0,0,1989,28111.13,Yes
1384,No,Unknown,290.04,Unknown,25,3,Life Sciences,1385,2,Female,36.25443871706758,4,1,Research Scientist,4,Single,2342.59,6090.75,1,Unknown,12,3.0,4,Part Time,0,1.0,2,3.0,1,0,1,2004,28111.13,Yes
1385,No,Unknown,290.04,Unknown,1,2,Unknown,1386,4,Male,36.25443871706758,3,1,Research Scientist,3,Unknown,2342.59,6090.75,1,No,22,4.0,4,Part Time,1,1.0,2,3.0,1,0,1,2000,28111.13,No
1386,Yes,Frequently,115.35,Unknown,32,1,Unknown,1387,3,Male,,1,1,Sales Representative,4,Single,93167.0,2422.33,1,Yes,14,3.0,4,Unknown,0,1.0,4,3.0,1,1,0,1998,,Yes
1387,No,Unknown,244.73,Unknown,34,4,Medical,1388,2,Female,,4,2,Research Scientist,2,Married,,5139.33,6,Yes,16,3.0,4,Part Time,0,18.0,2,3.0,1,0,0,1981,23720.0,No
1388,No,Frequently,292.81,Unknown,6,2,Medical,1389,2,Female,36.60119047619048,2,1,Laboratory Technician,3,Single,2365.0,6149.0,0,Unknown,14,3.0,2,Full Time,0,8.0,6,2.0,7,7,7,1972,28380.0,No
1389,No,Frequently,1863.44,Unknown,25,3,Medical,1390,2,Female,,3,5,Manager,2,Unknown,15050.83,39132.17,3,Unknown,22,4.0,3,Full Time,0,22.0,4,3.0,0,0,0,1978,180610.0,No
1390,No,Unknown,290.04,Unknown,11,3,Medical,1391,3,Female,,4,1,Sales Representative,4,Married,2342.59,6090.75,8,Unknown,14,3.0,2,Part Time,1,5.0,4,3.0,1,0,0,1996,28111.13,Yes
1391,No,No,166.21,Unknown,1,3,Unknown,1392,4,Female,,3,1,Laboratory Technician,4,Single,1342.5,3490.5,1,Unknown,15,3.0,3,Part Time,0,0.0,5,4.0,0,0,0,2005,16110.0,No
1392,Yes,Frequently,290.04,Unknown,2,3,Unknown,1393,3,Female,,2,1,Sales Representative,4,Single,2342.59,6090.75,7,No,14,3.0,3,Part Time,0,3.0,3,4.0,1,0,0,1992,28111.13,Yes
1393,Yes,Frequently,290.04,Unknown,1,4,Life Sciences,1394,2,Female,,1,1,Sales Representative,3,Single,2342.59,6090.75,1,Unknown,12,3.0,2,Part Time,0,,3,3.0,1,0,0,1992,28111.13,No
1394,Yes,Rarely,290.04,Unknown,8,3,Life Sciences,1395,1,Female,,2,1,Research Scientist,2,Unknown,2342.59,6090.75,1,Unknown,12,3.0,3,Part Time,0,,3,4.0,1,0,0,1992,28111.13,No
1395,No,Rarely,290.04,Unknown,11,1,Life Sciences,1396,2,Male,36.25443871706758,3,1,Laboratory Technician,1,Married,2342.59,6090.75,0,Unknown,14,3.0,2,Part Time,0,6.0,3,4.0,5,1,4,1996,28111.13,No
1396,Yes,Unknown,290.04,Unknown,2,3,Unknown,1397,1,Female,,2,1,Laboratory Technician,1,Single,,6090.75,2,Yes,23,4.0,2,Unknown,0,11.0,2,4.0,1,0,0,1984,28111.13,Yes
1397,No,Frequently,491.94,Unknown,1,5,Marketing,1398,1,Female,,3,2,Sales Executive,3,Married,3973.33,10330.67,7,Unknown,12,3.0,3,Part Time,1,11.0,4,2.0,1,0,0,1979,47680.0,No
1398,No,Unknown,131.44,Research & Development,25,3,Unknown,1399,25,Male,,3,1,Research Scientist,3,Unknown,,2760.33,1,Unknown,13,3.0,2,Part Time,2,1.0,2,2.0,1,0,0,1993,12740.0,No
1399,No,Rarely,248.03,Unknown,26,1,Life Sciences,1400,4,Male,,3,1,Sales Representative,3,Unknown,2003.33,5208.67,1,No,13,3.0,1,Part Time,1,1.0,3,3.0,1,0,0,1988,24040.0,Yes
1400,Yes,Frequently,290.04,Unknown,9,3,Unknown,1401,2,Male,36.25443871706758,3,1,Laboratory Technician,1,Unknown,2342.59,6090.75,2,Unknown,11,3.0,3,Part Time,0,,2,2.0,0,0,0,1999,28111.13,No
1401,No,Unknown,209.75,Unknown,13,2,Unknown,1402,4,Female,,3,1,Sales Representative,2,Married,,4404.83,1,Unknown,13,3.0,3,Part Time,1,1.0,2,3.0,1,0,0,1999,20330.0,Yes
1402,Yes,Unknown,264.23,Unknown,2,2,Medical,1403,3,Male,,2,1,Laboratory Technician,1,Single,,5548.83,7,No,11,3.0,3,Part Time,0,8.0,2,2.0,0,0,0,1995,25610.0,Yes
1403,No,Rarely,161.26,Unknown,1,3,Life Sciences,1404,1,Male,,2,1,Research Scientist,3,Unknown,,3386.5,1,Unknown,14,3.0,4,Part Time,1,1.0,2,1.0,1,0,0,1995,15630.0,No
1404,No,Unknown,659.08,Unknown,8,5,Unknown,1405,4,Male,,3,2,Healthcare Representative,3,Unknown,5323.33,13840.67,2,Unknown,17,3.0,1,Unknown,0,14.0,6,3.0,0,0,0,1990,,Yes
1405,No,Rarely,864.19,Unknown,6,3,Unknown,1406,2,Female,108.02380952380952,3,3,Manufacturing Director,2,Single,,18148.0,4,Unknown,18,3.0,4,Part Time,0,9.0,3,3.0,2,2,2,1984,83760.0,No
1406,No,Unknown,499.47,Unknown,2,3,Medical,1407,3,Male,,2,1,Laboratory Technician,2,Married,4034.17,10488.83,4,Unknown,14,3.0,2,Full Time,1,,3,3.0,1,0,0,1981,48410.0,Yes
1407,No,Rarely,290.04,Unknown,9,3,Unknown,1408,3,Male,36.25443871706758,4,1,Research Scientist,3,Married,2342.59,6090.75,6,No,18,3.0,1,Part Time,2,,2,2.0,1,0,0,1994,28111.13,No
1408,No,Rarely,290.04,Unknown,1,3,Unknown,1409,4,Male,,2,1,Laboratory Technician,1,Unknown,,6090.75,1,No,19,3.0,2,Part Time,0,,3,3.0,3,1,2,1988,28111.13,No
1409,Yes,Rarely,213.98,Unknown,14,3,Unknown,1410,14,Female,,3,1,Laboratory Technician,1,Unknown,1728.33,4493.67,1,Unknown,12,3.0,4,Unknown,1,1.0,2,3.0,1,0,0,1988,,Yes
1410,No,Unknown,306.63,Unknown,13,4,Medical,1411,13,Male,,3,1,Research Scientist,4,Single,2476.67,6439.33,1,Unknown,13,3.0,3,Full Time,0,,4,3.0,1,0,0,1989,29720.0,No
1411,No,Rarely,290.04,Unknown,3,3,Unknown,1412,1,Female,,3,1,Research Scientist,4,Unknown,,6090.75,1,Unknown,21,4.0,1,Part Time,0,1.0,5,3.0,1,0,0,1997,28111.13,Yes
1412,No,Rarely,703.13,Unknown,1,4,Life Sciences,1413,2,Female,,3,2,Sales Executive,3,Single,5679.17,14765.83,6,No,13,3.0,1,Full Time,0,,5,3.0,1,0,0,1987,68150.0,Yes
1413,No,Unknown,1973.98,Unknown,24,3,Marketing,1414,24,Male,,3,5,Manager,3,Married,15943.72,41453.67,4,Yes,16,3.0,3,Full Time,1,,2,3.0,1,0,0,1973,191324.62,No
1414,No,Rarely,1973.98,Unknown,9,2,Unknown,1415,4,Male,,2,5,Manager,4,Unknown,,41453.67,8,No,22,4.0,4,Full Time,0,24.0,2,3.0,1,0,1,1981,191324.62,No
1415,No,Unknown,277.54,Unknown,7,2,Life Sciences,1416,3,Male,,2,1,Laboratory Technician,4,Unknown,2241.67,5828.33,1,No,18,3.0,4,Unknown,1,,5,2.0,1,0,1,1988,,No
1416,No,Rarely,1812.47,Unknown,1,4,Life Sciences,1417,4,Male,226.5585317460317,4,4,Manager,1,Unknown,,38061.83,1,Unknown,15,3.0,2,Full Time,0,27.0,5,1.0,26,0,12,1977,175670.0,No
1417,Yes,Frequently,161.88,Sales,3,2,Medical,1418,2,Female,,3,1,Sales Representative,4,Single,,3399.5,1,Yes,12,3.0,3,Part Time,0,0.0,2,4.0,0,0,0,2005,15690.0,Yes
1418,No,Unknown,431.99,Unknown,5,3,Unknown,1419,1,Male,,2,2,Sales Executive,2,Divorced,3489.17,9071.83,1,Yes,13,3.0,2,Part Time,1,10.0,3,2.0,10,0,9,1994,41870.0,Yes
1419,No,Unknown,556.26,Unknown,5,4,Life Sciences,1420,1,Female,,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,No,11,3.0,1,Part Time,2,10.0,2,3.0,10,0,2,1992,53914.11,Yes
1420,No,Rarely,1032.49,Unknown,23,2,Unknown,1421,4,Male,129.06091077207583,3,3,Sales Executive,3,Single,8339.32,21682.23,3,Unknown,16,3.0,4,Part Time,0,21.0,2,3.0,2,0,2,1982,100071.84,Yes
1421,No,Rarely,341.1,Unknown,4,2,Unknown,1422,4,Female,,3,1,Laboratory Technician,3,Unknown,,7163.0,7,Unknown,19,3.0,4,Full Time,1,7.0,5,3.0,0,0,0,1985,33060.0,Yes
1422,Yes,Rarely,143.72,Unknown,2,4,Life Sciences,1423,4,Male,,3,1,Laboratory Technician,2,Single,,3018.17,1,No,12,3.0,1,Part Time,0,1.0,2,3.0,1,0,0,1991,13930.0,Yes
1423,No,Unknown,1122.85,Unknown,1,4,Unknown,1424,3,Male,,1,3,Healthcare Representative,4,Divorced,9069.17,23579.83,3,No,20,4.0,3,Full Time,1,19.0,2,4.0,1,0,0,1963,108830.0,No
1424,Yes,Unknown,290.04,Unknown,22,1,Unknown,1425,4,Male,,1,1,Human Resources,3,Married,2342.59,6090.75,1,No,11,3.0,3,Unknown,1,1.0,2,3.0,1,0,0,1999,,Yes
1425,No,Rarely,556.26,Unknown,8,2,Life Sciences,1426,2,Female,,3,2,Manufacturing Director,1,Unknown,,11681.39,2,Yes,16,3.0,2,Unknown,1,18.0,3,3.0,1,0,0,1983,53914.11,Yes
1426,No,Rarely,295.29,Unknown,21,1,Unknown,1427,2,Male,,3,1,Research Scientist,4,Married,2385.0,6201.0,1,No,12,3.0,2,Unknown,1,10.0,2,2.0,10,0,8,1993,,Yes
1427,No,No,556.26,Unknown,2,4,Marketing,1428,3,Male,,3,2,Sales Executive,2,Unknown,4492.84,11681.39,7,No,11,3.0,4,Part Time,1,4.0,3,1.0,1,0,0,1976,53914.11,Yes
1428,Yes,Rarely,694.88,Sales,1,2,Unknown,1429,1,Male,,1,2,Sales Executive,2,Single,5612.5,14592.5,6,Unknown,15,3.0,2,Full Time,0,10.0,2,3.0,0,0,0,1991,67350.0,No
1429,No,Rarely,1006.57,Unknown,41,3,Life Sciences,1430,41,Female,,1,3,Human Resources,3,Married,,21138.0,4,Unknown,21,4.0,3,Unknown,2,9.0,2,4.0,5,0,3,1978,97560.0,Yes
1430,No,Unknown,290.04,Unknown,2,4,Unknown,1431,4,Male,,4,1,Research Scientist,4,Married,2342.59,6090.75,0,Yes,14,3.0,1,Part Time,3,6.0,3,3.0,5,1,2,1989,28111.13,No
1431,Yes,Unknown,1032.49,Unknown,16,3,Unknown,1432,1,Female,,3,3,Sales Executive,1,Unknown,8339.32,21682.23,2,Yes,20,4.0,3,Part Time,0,,2,2.0,0,0,0,1990,100071.84,Yes
1432,Yes,Rarely,1032.49,Unknown,16,4,Unknown,1433,1,Male,,3,3,Sales Executive,3,Married,8339.32,21682.23,2,Unknown,13,3.0,1,Unknown,3,,2,3.0,1,0,0,1992,,Yes
1433,No,Rarely,290.04,Unknown,4,3,Technical Degree,1434,4,Female,,2,1,Research Scientist,1,Divorced,,6090.75,1,Unknown,13,3.0,3,Part Time,1,,2,3.0,1,0,0,1994,28111.13,Yes
1434,No,Unknown,546.21,Unknown,16,3,Unknown,1435,3,Male,68.27579365079366,4,2,Healthcare Representative,3,Married,4411.67,11470.33,3,No,16,3.0,3,Part Time,1,10.0,3,3.0,7,1,7,1993,52940.0,No
1435,No,Rarely,556.26,Unknown,18,3,Medical,1436,2,Male,69.53208262471655,1,2,Healthcare Representative,4,Married,,11681.39,3,Unknown,16,3.0,3,Part Time,1,,2,3.0,1,1,0,1985,53914.11,Yes
1436,Yes,Unknown,251.44,Unknown,17,3,Technical Degree,1437,3,Male,31.42956349206349,2,1,Research Scientist,3,Unknown,2030.83,5280.17,9,Yes,16,3.0,4,Part Time,1,6.0,4,3.0,1,0,0,1980,24370.0,No
1437,No,Rarely,1973.98,Unknown,44,3,Unknown,1438,3,Male,,2,5,Research Director,1,Married,,41453.67,8,No,12,3.0,2,Full Time,3,34.0,2,3.0,1,0,0,1968,191324.62,No
1438,Yes,Unknown,290.04,Unknown,7,1,Marketing,1439,2,Male,,3,1,Sales Representative,2,Single,2342.59,6090.75,1,Unknown,13,3.0,2,Unknown,0,,3,3.0,1,1,0,2002,,Yes
1439,Yes,Rarely,290.04,Unknown,45,1,Medical,1440,3,Female,36.25443871706758,3,1,Laboratory Technician,1,Unknown,2342.59,6090.75,1,Yes,17,3.0,3,Part Time,0,1.0,6,3.0,1,0,0,2001,28111.13,Yes
1440,No,Rarely,420.02,Unknown,8,2,Other,1441,3,Male,,3,2,Human Resources,2,Divorced,,8820.5,2,No,13,3.0,3,Part Time,0,19.0,4,2.0,10,4,7,1986,40710.0,Yes
1441,No,Rarely,556.26,Unknown,13,3,Unknown,1442,2,Male,69.53208262471655,4,2,Healthcare Representative,1,Married,4492.84,11681.39,5,No,18,3.0,3,Part Time,2,10.0,2,2.0,0,0,0,1981,53914.11,No
1442,No,Unknown,290.04,Unknown,14,3,Unknown,1443,2,Female,,3,1,Research Scientist,3,Single,2342.59,6090.75,1,Unknown,16,3.0,3,Unknown,0,0.0,4,1.0,0,0,0,2005,,Yes
1443,Yes,Rarely,304.98,Unknown,18,5,Human Resources,1444,4,Male,,4,1,Human Resources,1,Married,2463.33,6404.67,0,No,17,3.0,3,Full Time,0,2.0,4,3.0,1,0,0,1992,29560.0,Yes
1444,No,Rarely,556.26,Unknown,2,4,Unknown,1445,4,Female,,3,2,Research Scientist,2,Unknown,,11681.39,4,Yes,22,4.0,4,Unknown,1,,2,3.0,1,0,0,1987,53914.11,Yes
1445,No,Frequently,479.56,Unknown,10,4,Marketing,1446,4,Male,59.94444444444445,3,2,Sales Executive,4,Unknown,3873.33,10070.67,8,Unknown,13,3.0,3,Part Time,0,,2,4.0,0,0,0,1991,46480.0,Yes
1446,No,Unknown,556.26,Unknown,29,1,Life Sciences,1447,4,Male,69.53208262471655,1,2,Healthcare Representative,3,Divorced,,11681.39,8,No,17,3.0,4,Part Time,2,11.0,3,3.0,7,1,6,1994,53914.11,No
1447,No,Rarely,290.04,Unknown,8,3,Unknown,1448,4,Male,,3,1,Laboratory Technician,3,Unknown,2342.59,6090.75,4,No,13,3.0,4,Part Time,0,,3,3.0,0,0,0,1981,28111.13,Yes
1448,No,Rarely,289.3,Unknown,6,1,Unknown,1449,4,Male,,2,1,Human Resources,2,Married,2336.67,6075.33,1,No,11,3.0,4,Part Time,0,,3,3.0,1,0,0,1994,28040.0,Yes
1449,Yes,Unknown,251.64,Unknown,24,2,Unknown,1450,4,Male,,2,1,Research Scientist,4,Unknown,2032.5,5284.5,1,Yes,24,3.0,2,Part Time,0,1.0,3,2.0,1,1,0,1994,24390.0,No
1450,No,Rarely,294.67,Sales,3,3,Medical,1451,2,Female,,3,1,Sales Representative,2,Unknown,2380.0,6188.0,1,No,19,3.0,4,Unknown,1,1.0,3,3.0,1,0,0,1995,,Yes
1451,Yes,Unknown,290.04,Unknown,9,3,Unknown,1452,2,Male,,3,1,Sales Representative,4,Unknown,2342.59,6090.75,1,Unknown,13,3.0,3,Unknown,0,,3,2.0,1,0,0,1993,,No
1452,Yes,Rarely,290.04,Research & Development,7,1,Life Sciences,1453,4,Male,,3,1,Research Scientist,2,Single,2342.59,6090.75,1,Unknown,23,4.0,1,Unknown,0,1.0,2,3.0,1,0,0,2001,,Yes
1453,No,Unknown,302.61,Unknown,1,2,Life Sciences,1454,2,Female,,2,1,Research Scientist,3,Unknown,2444.17,6354.83,1,Yes,13,3.0,3,Full Time,1,1.0,3,2.0,1,1,0,1997,29330.0,No
1454,No,Rarely,556.26,Unknown,1,4,Unknown,1455,2,Male,,4,2,Healthcare Representative,1,Unknown,4492.84,11681.39,2,Unknown,15,3.0,4,Part Time,1,10.0,5,3.0,2,2,2,1979,53914.11,Yes
